id;source;type_texte;numero;date_publication;date_jort;numero_jort;ministere;domaine_juridique;risque_conformite;obligations_legales;penalites_potentielles;textes_references;titre;type_operation;contenu_resume;acteurs;mots_cles;zone_geographique;superficie_m2;superficie_texte;titre_foncier;tpd;beneficiaire;destination;prix_cession_TND;double_marche_dinars_devises;investissement_etranger;logement_social;zone_industrielle;commission_pct_min;commission_pct_max;montant_TND_min;montant_TND_max;unite_tarif;negociable;gouvernorat_stats_logements_milliers;gouvernorat_pct_parc_national;gouvernorat_augmentation_nette_2014_2024_milliers;gouvernorat_taux_croissance_10ans_pct;gouvernorat_pression_immobiliere;taux_logements_occupes_pct;taux_branchement_electricite_pct;taux_branchement_eau_pct
apurements nécessaires des titres fonciers; des demandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tendant à obtenir une inscription; une mention; une radiation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’inscription; une annulation de radiation; une modification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’inscription; une réduction d’inscription; une rectification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’inscription ou la détermination des quotes-parts.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Elle connaît aussi :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
distraire du titre foncier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- des demandes tendant à la reconnaiss""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_7;droits_reels;article;7;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présentés à l’inscription et notamment à réparer toute omission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
insuffisance; erreur; irrégularité ou non concordance dans les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
énonciations; mentions; renseignements ou signatures qui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
doivent figurer aux documents sus-indiqués.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
énonciations du titre foncier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il prend à cet effet toutes mesures et procédures en vue de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"faciliter l’accomplissem""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_8;droits_reels;article;8;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
une prénotation en cours sur le titre foncier; qu’après s’être;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
informé de sa suite sous réserve de la connaissance de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prénotation concernant la Mogharsa dans les conditions prévues;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_6;droits_reels;article;6;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il peut être connu; dans ce cas; de la radiation de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prénotation sur la demande de tous les intéressés ou en vertu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’une convention entre eux ou d’un jugement ayant acquis force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de chose jugée ou après constatation des causes de radiation de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"plein droit.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_9;droits_reels;article;9;;;;;Pratiques d'Agences Immobilières;FAIBLE;Carte professionnelle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ou devant la commission régionale de liquidation des Habous;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
privés et mixtes peut; avant toute défense au fond; lui demander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de se dessaisir de l’affaire ou de la demande à condition d’avoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
déposé régulièrement une demande auprès du tribunal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immobilier dans les limites de sa compétence prévue aux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
articles précédents et d’exercer une diligence pour qu’il soit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statué sur cette demande.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Section III;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"De la demande de mise à jour""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_10;droits_reels;article;10;;;;;Droits Réels / Propriété;ÉLEVÉ;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
du 12 août 2009 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
contenir ce qui suit :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?; prénom; date de naissance; profession; qualité;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nationalité; régime de propriété entre époux; domicile réel et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
domicile élu du demandeur s’il est une personne physique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
siège social; forme juridique; nationalité; identité de son;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
représentant légal; les références de son immatriculation au;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
registre du commerce s’il s’agit d’une société; la date de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
déclaration de sa création;" son numéro de visa légal ai""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_11;droits_reels;article;11;;;;;Domaine de l'État / Foncier;ÉLEVÉ;Approbation Présidentielle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exceptionnel et à l’occasion de son examen des réquisitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’inscription ou de radiation après l’entrée en vigueur de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présente loi; demander du président du tribunal immobilier; sans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qu’il soit nécessaire d’avertir les propriétaires concernés; de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
transmettre un titre foncier à la chambre compétente s’il s’avère;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
que sa situation juridique est devenue incertaine à cause de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’état d’extrême indivision ou du défaut de mention des quotes-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"par""";propriétaire | agence foncière industrielle (AFI);;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_12;droits_reels;article;12;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
régionale de la conservation de la propriété foncière dans le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ressort duquel est situé l’immeuble un exemplaire et un extrait;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de la demande avec des copies des pièces justificatives déjà;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
déposées et envoie en même temps aux sièges de la justice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cantonale et de la délégation dans le ressort desquels est situé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’immeuble un extrait de la demande sus-indiquée.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La direction régionale de la conservation de la propriété;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
foncière procède;" dan""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_13;droits_reels;article;13;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la date de la mention de l’extrait de la demande sur le titre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
foncier; procéder à aucune opération concernant son objet et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
doit envoyer au tribunal les dossiers relatifs aux réquisitions à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
elle déposées et portant sur le même objet avec l’indication de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la date de leur réception selon les mentions portées au registre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
des réquisitions d’inscription et de radiation.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Les certificats délivrés par la conservation de la propriété;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"foncièr""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_14;droits_reels;article;14;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Par dérogation aux dispositions du premier alinéa de l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_13;droits_reels;article;13;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"13""";article;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"13""";article;de la présente loi, la chambre des titres gelés, le juge du livre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
foncier ou la chambre d’appel peuvent; chacun dans la limite de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sa compétence; ordonner; à la requête de quiconque ayant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intérêt; la poursuite de l’opération requise auprès de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
conservation de la propriété foncière après avoir vérifié qu’elle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
est sans rapport avec la demande en instance auprès du tribunal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immobilier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Section V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"De la procédure de mise à jour""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_15;droits_reels;article;15;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sur le titre foncier ou de son affichage aux sièges de la justice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cantonale et de la délégation; il peut être fait opposition ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intervention sur son objet auprès du tribunal immobilier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L’opposition ou l’intervention doit contenir; en plus des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"indications prévues à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_10;droits_reels;article;10;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
moyens invoqués et être accompagnée de toutes pièces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"justificatives.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_16;droits_reels;article;16;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
transmet le dossier de la demande au juge du livre foncier ou à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la chambre des titres gelés après l’expiration d’un délai de deux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mois à dater de la mention de l’extrait de la demande au titre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
foncier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorsque la demande aura fait l’objet d’une opposition ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s’avère qu’elle est connexe avec une ou plusieurs demandes en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
instance devant la chambre des titres gelés ou que le juge du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"livre foncier aura estimé que la demande n’entre pas dans le""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_17;droits_reels;article;17;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
procéderont aux apurements nécessaires et ordonneront; chacun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
en ce qui le concerne; toutes mesures avant dire droit qu’ils;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jugent nécessaires tels qu’expertises; enquête; transport sur les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lieux; prise de l’avis de la conservation de la propriété foncière.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ils peuvent; notamment; ordonner un complément à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
publicité originaire de la demande ou l’exécution d’une;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nouvelle publicité par suite d’oppositions ou d’interventions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"suivant les form""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_12;droits_reels;article;12;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présente loi ou l’accomplissement en outre; d’une publicité;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
complémentaire qui sera insérée au Journal Officiel de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
République Tunisienne et à l’un des journaux quotidiens.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ils peuvent ordonner l’audition de quiconque dont les droits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
risquent d’être affectés par le jugement qui sera rendu par eux.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Les tiers peuvent être autorisés à consulter le dossier ou s’en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
faire délivrer copie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ils peuvent également demander tout document qu’ils jugent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"utile à toutes les administrations et établissem""";Non spécifié;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_18;droits_reels;article;18;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
annulation de radiation; modification d’inscription; réduction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’inscription ou reconnaissance du droit du Mogharsi ou au;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
partage de la plantation; le défendeur doit être cité à l’audience;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fixée par la chambre des titres gelés dans la forme prévue aux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
articles 342 et 343 du code des droits réels.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La chambre des titres gelés peut si la citation n’a pas été;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
reçue dans la forme sus-indiquée ordonner au demandeur de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"faire citer le défendeur pa""";notaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_19;droits_reels;article;19;;;;;Urbanisme / Construction;ÉLEVÉ;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’immeuble ou fusion d’immeubles immatriculés ou toutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
autres modifications affectant l’immeuble; la chambre des titres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gelés et le juge du livre foncier peuvent ordonner; chacun en ce;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qui le concerne; toute correction; rectification; annulation de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
titre ou établissement de nouveau titre en tant que la situation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
matérielle et juridique du titre foncier le permette.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A cet effet; l’établissement ou la rectification du plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"définitif par l’o""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_20;droits_reels;article;20;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
à la charge du dernier bénéficiaire de l’accomplissement de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’opération requise; et en cas de pluralité des bénéficiaires; ils;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
seront répartis proportionnellement à leurs parts respectives ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
le cas échéant; selon l’intérêt de chacun d’eux dans la demande.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Les parties ou le plus diligent d’entre eux avancent les frais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nécessaires pour statuer sur leurs demandes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L’opposant ou l’intervenant qui succombe supporte les frais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"occasi""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_21;droits_reels;article;21;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
frais entraînés par les mesures ordonnées conformément à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_11;droits_reels;article;11;;;;;Droits Réels / Propriété;ÉLEVÉ;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jugement en tant que privilège au titre foncier.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ces frais seront recouverts auprès du dernier bénéficiaire de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’accomplissement de l’opération requise lors de l’aliénation en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tout ou en partie de leurs quotes-parts.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le service concerné relevant de l’Etat émet; lors de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
réalisation de l’aliénation; un ordre de versement au nom du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
débiteur sur la base duquel le receveur des finances compétent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
procède au recouvrement de la dette requise.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"La conserva""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_22;droits_reels;article;22;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statuera sur toutes les contestations et les interventions après;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’expiration d’un délai de deux mois à partir de la date de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’insertion de la mention relative à l’accomplissement de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
publicité originaire ou l’exécution d’une publicité nouvelle ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
complémentaire dans le cas où elle a été ordonnée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"conformément aux dispositions de l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_17;droits_reels;article;17;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il prononcera le cas échéant; même sans demande; la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jonction des instances connexes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"L'""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_3;droits_reels;article;3;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'encontre des jugements de mise à jour rendus avant l'entrée en vigueur de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présente loi; demeure soumis aux dispositions régissant la demande en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"révision.""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il statuera; en outre; même d’office; sur les frais entraînés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"par les mesures ordonnées conformément à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_11;droits_reels;article;11;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n°2009-67 du 12 août 2009 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présente loi et à la demande des parties sur les autres frais selon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les règles prévues aux articles 20 et 21 de la présent loi.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La chambre des titres gelés peut prononcer l’admission ou le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rejet en tout ou partie des demandes. Elle ne peut toutefois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ordonner le partage ou la résiliation ou la nullité des contrats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sans pour autant qu’il ne lui soit interdit d’examiner les titres et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de faire prévaloir certains sur d’autres dans la limite de ce que;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l’exige l’apurement du titre foncier et dan""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_7;droits_reels;article;7;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présente loi.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
